id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date,Age_Group,Flight_Distance_Group,Total_Delay,Delay_Group,satisfaction_numeric,Overall_Service_Score,Service_Score_Category
99514,Male,Loyal Customer,49,Personal Travel,Econom,307,3,5,3.0,2,3,3,3,3,2,5.0,3.0,4,3,3,0,9.0,neutral or dissatisfied,2022-10-07,Adult,Короткий,9.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
65897,Female,Loyal Customer,41,Business travel,Business,569,2,2,2.0,2,2,4,5,4,4,4.0,4.0,3,4,5,7,0.0,satisfied,2022-10-13,Adult,Короткий,7.0,"[0, 30)",1,3.357142857142857,Average (3-4)
129698,Male,Loyal Customer,47,Business travel,Business,308,3,3,3.0,3,3,4,4,4,4,4.0,4.0,4,4,3,0,0.0,satisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
96777,Female,Loyal Customer,18,Business travel,Business,3286,3,3,2.0,3,5,5,5,5,4,3.0,5.0,3,4,5,0,0.0,satisfied,2022-10-13,Teenagers,Межконтинентальный,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
84431,Female,Loyal Customer,49,Personal Travel,Econom,591,1,4,1.0,2,4,4,4,4,4,1.0,4.0,3,4,5,0,0.0,neutral or dissatisfied,2022-10-06,Adult,Короткий,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
109532,Male,Disloyal Customer,26,Business travel,Econom,434,3,0,3.0,1,4,3,4,4,3,5.0,4.0,4,1,4,0,0.0,neutral or dissatisfied,2022-10-07,Adult,Короткий,0.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
108772,Female,Loyal Customer,55,Business travel,Business,404,2,2,2.0,2,4,5,4,5,5,5.0,4.0,5,5,4,9,18.0,satisfied,2022-10-03,Adult,Короткий,27.0,"[0, 30)",1,3.857142857142857,Average (3-4)
19750,Female,Loyal Customer,36,Business travel,Econom,462,4,4,4.0,4,4,4,4,4,1,2.0,4.0,1,2,4,48,44.0,satisfied,2022-10-13,Adult,Короткий,92.0,"[90, 120)",1,3.2857142857142856,Average (3-4)
49053,Male,Loyal Customer,60,Business travel,Business,156,2,2,2.0,2,1,4,1,5,5,5.0,3.0,4,5,3,0,0.0,satisfied,2022-10-04,Adult,Ультракороткий,0.0,"[0, 30)",1,3.142857142857143,Average (3-4)
20695,Male,Loyal Customer,50,Business travel,Econom,779,2,1,1.0,1,2,2,2,2,2,4.0,3.0,2,2,2,73,86.0,neutral or dissatisfied,2022-10-10,Adult,Средний,159.0,"[150, 180)",0,2.0,Poor (2-3)
122514,Female,Loyal Customer,60,Personal Travel,Econom,930,1,5,1.0,2,5,4,5,3,3,1.0,3.0,4,3,4,3,0.0,neutral or dissatisfied,2022-10-24,Adult,Средний,3.0,"[0, 30)",0,3.142857142857143,Average (3-4)
51339,Female,Loyal Customer,54,Business travel,Eco Plus,262,2,1,4.0,1,2,4,4,2,2,2.0,2.0,2,2,4,0,0.0,neutral or dissatisfied,2022-10-20,Adult,Короткий,0.0,"[0, 30)",0,2.4285714285714284,Poor (2-3)
17341,Female,Loyal Customer,41,Business travel,Business,3874,5,5,5.0,5,1,5,2,4,4,4.0,4.0,3,4,1,0,0.0,satisfied,2022-10-05,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.7142857142857144,Average (3-4)
40702,Male,Loyal Customer,54,Business travel,Business,3086,3,5,3.0,3,5,3,5,3,3,5.0,3.0,5,3,1,0,0.0,satisfied,2022-10-18,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
7219,Female,Loyal Customer,49,Business travel,Econom,135,1,2,2.0,2,5,4,3,1,1,1.0,1.0,3,1,3,0,0.0,neutral or dissatisfied,2022-10-27,Adult,Ультракороткий,0.0,"[0, 30)",0,2.142857142857143,Poor (2-3)
109024,Female,Disloyal Customer,39,Business travel,Business,849,3,3,3.0,3,3,3,3,3,3,3.0,3.0,4,4,3,129,122.0,neutral or dissatisfied,2022-10-19,Adult,Средний,251.0,"[240, 270)",0,3.142857142857143,Average (3-4)
14099,Male,Loyal Customer,63,Personal Travel,Econom,371,4,3,4.0,4,3,4,3,3,1,4.0,3.0,4,3,3,0,32.0,satisfied,2022-10-18,Aged people,Короткий,32.0,"[30, 60)",1,3.2857142857142856,Average (3-4)
75478,Female,Loyal Customer,70,Personal Travel,Econom,2585,2,5,2.0,5,2,3,5,1,1,2.0,1.0,5,1,5,0,0.0,neutral or dissatisfied,2022-10-07,Aged people,Длинный,0.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
63521,Female,Loyal Customer,67,Business travel,Business,1009,1,1,1.0,1,4,5,4,5,5,5.0,5.0,3,5,5,0,0.0,satisfied,2022-10-11,Aged people,Средний,0.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
14059,Male,Loyal Customer,31,Business travel,Business,1599,4,5,5.0,5,4,4,4,4,2,3.0,3.0,4,4,4,169,217.0,neutral or dissatisfied,2022-10-25,Adult,Длинный,386.0,"[360, 390)",0,3.9285714285714284,Average (3-4)
109016,Male,Loyal Customer,18,Business travel,Business,2982,1,1,1.0,1,4,4,4,4,3,5.0,5.0,5,5,4,8,9.0,satisfied,2022-10-23,Teenagers,Длинный,17.0,"[0, 30)",1,3.357142857142857,Average (3-4)
16378,Male,Loyal Customer,25,Business travel,Eco Plus,1215,4,3,3.0,3,4,4,3,4,5,2.0,4.0,2,1,4,2,0.0,satisfied,2022-10-14,Adult,Средний,2.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
66802,Male,Loyal Customer,14,Business travel,Business,731,3,4,4.0,4,3,3,3,3,1,2.0,3.0,3,4,3,23,8.0,neutral or dissatisfied,2022-10-11,Teenagers,Короткий,31.0,"[30, 60)",0,3.0714285714285716,Average (3-4)
31390,Female,Loyal Customer,60,Personal Travel,Econom,895,4,5,4.0,4,3,4,5,3,3,4.0,3.0,3,3,3,42,69.0,neutral or dissatisfied,2022-10-26,Adult,Средний,111.0,"[90, 120)",0,3.642857142857143,Average (3-4)
51827,Female,Disloyal Customer,23,Business travel,Eco Plus,370,0,0,0.0,1,5,0,2,5,2,4.0,3.0,4,4,5,0,0.0,satisfied,2022-10-12,Adult,Короткий,0.0,"[0, 30)",1,2.5,Poor (2-3)
3094,Male,Loyal Customer,36,Business travel,Business,194,1,1,1.0,1,4,3,2,5,5,5.0,5.0,4,5,2,0,11.0,satisfied,2022-10-02,Adult,Ультракороткий,11.0,"[0, 30)",1,3.142857142857143,Average (3-4)
90556,Female,Disloyal Customer,23,Business travel,Econom,271,5,4,5.0,3,5,5,5,5,4,3.0,5.0,3,5,5,0,0.0,satisfied,2022-10-10,Adult,Короткий,0.0,"[0, 30)",1,4.428571428571429,Good (4-5)
10800,Male,Loyal Customer,57,Business travel,Business,3653,3,3,3.0,3,4,3,3,3,3,2.0,3.0,2,3,1,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Межконтинентальный,0.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
78058,Male,Loyal Customer,49,Personal Travel,Econom,152,1,5,1.0,2,2,1,2,2,5,3.0,4.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-22,Adult,Ультракороткий,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
93531,Female,Loyal Customer,60,Business travel,Business,3639,3,2,2.0,2,5,1,1,3,3,3.0,3.0,1,3,4,0,0.0,neutral or dissatisfied,2022-10-09,Adult,Межконтинентальный,0.0,"[0, 30)",0,2.5714285714285716,Poor (2-3)
110120,Female,Loyal Customer,41,Business travel,Business,882,1,0,0.0,2,2,3,3,5,5,0.0,5.0,4,5,4,9,8.0,neutral or dissatisfied,2022-10-06,Adult,Средний,17.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
126269,Female,Disloyal Customer,23,Business travel,Econom,190,5,3,5.0,2,3,5,3,3,3,2.0,3.0,4,2,3,0,0.0,satisfied,2022-10-27,Adult,Ультракороткий,0.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
101203,Male,Loyal Customer,68,Personal Travel,Econom,1235,0,5,0.0,3,2,0,2,2,3,1.0,5.0,5,1,2,1,0.0,satisfied,2022-10-10,Aged people,Средний,1.0,"[0, 30)",1,2.2142857142857144,Poor (2-3)
32131,Male,Loyal Customer,37,Business travel,Business,101,1,1,1.0,1,1,1,3,4,4,4.0,4.0,1,4,2,0,0.0,satisfied,2022-10-18,Adult,Ультракороткий,0.0,"[0, 30)",1,2.2857142857142856,Poor (2-3)
79527,Female,Loyal Customer,31,Business travel,Business,762,1,1,1.0,1,3,4,3,3,3,4.0,4.0,5,4,3,0,0.0,satisfied,2022-10-27,Adult,Средний,0.0,"[0, 30)",1,2.857142857142857,Poor (2-3)
49705,Female,Disloyal Customer,37,Business travel,Econom,190,2,0,2.0,2,3,2,5,3,1,4.0,4.0,3,3,3,0,1.0,neutral or dissatisfied,2022-10-28,Adult,Ультракороткий,1.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
90688,Male,Loyal Customer,40,Business travel,Business,2564,1,1,1.0,1,2,5,4,4,4,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-02,Adult,Длинный,0.0,"[0, 30)",1,3.2142857142857144,Average (3-4)
116179,Female,Loyal Customer,45,Personal Travel,Econom,447,2,4,2.0,4,2,4,4,2,2,2.0,2.0,4,2,5,0,0.0,neutral or dissatisfied,2022-11-01,Adult,Короткий,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
116350,Female,Loyal Customer,42,Personal Travel,Econom,358,4,4,4.0,4,1,4,3,3,3,4.0,3.0,2,3,3,14,17.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,31.0,"[30, 60)",0,3.2142857142857144,Average (3-4)
51236,Male,Loyal Customer,52,Business travel,Eco Plus,156,5,2,2.0,2,5,5,5,5,2,2.0,2.0,1,3,5,0,0.0,satisfied,2022-10-28,Adult,Ультракороткий,0.0,"[0, 30)",1,3.2857142857142856,Average (3-4)
99259,Female,Loyal Customer,56,Business travel,Business,2234,2,2,2.0,2,4,5,4,5,5,5.0,5.0,4,5,4,58,52.0,satisfied,2022-10-07,Adult,Длинный,110.0,"[90, 120)",1,3.857142857142857,Average (3-4)
49663,Male,Loyal Customer,53,Business travel,Econom,86,5,3,5.0,3,5,5,5,5,4,3.0,4.0,4,3,5,0,0.0,satisfied,2022-10-01,Adult,Ультракороткий,0.0,"[0, 30)",1,4.214285714285714,Good (4-5)
110639,Male,Loyal Customer,31,Personal Travel,Business,829,2,4,2.0,4,3,2,3,3,3,2.0,5.0,4,5,3,0,0.0,neutral or dissatisfied,2022-10-27,Adult,Средний,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
101836,Male,Loyal Customer,14,Personal Travel,Econom,1521,4,4,4.0,4,3,4,3,3,3,4.0,5.0,4,3,3,0,2.0,neutral or dissatisfied,2022-10-28,Teenagers,Длинный,2.0,"[0, 30)",0,3.642857142857143,Average (3-4)
25483,Female,Disloyal Customer,26,Business travel,Econom,547,4,4,4.0,2,3,4,3,3,3,3.0,1.0,1,3,3,0,0.0,neutral or dissatisfied,2022-10-08,Adult,Короткий,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
70016,Male,Loyal Customer,68,Business travel,Business,583,3,3,3.0,3,3,4,5,5,5,5.0,5.0,3,5,4,1,0.0,satisfied,2022-10-14,Aged people,Короткий,1.0,"[0, 30)",1,4.0,Good (4-5)
128032,Female,Loyal Customer,34,Business travel,Business,1440,1,1,1.0,1,3,4,3,1,1,1.0,1.0,4,1,4,3,0.0,neutral or dissatisfied,2022-10-11,Adult,Средний,3.0,"[0, 30)",0,1.9285714285714286,Very Poor (1-2)
64204,Male,Loyal Customer,67,Personal Travel,Econom,853,1,1,1.0,4,1,1,1,1,3,1.0,3.0,1,3,1,10,18.0,neutral or dissatisfied,2022-11-01,Aged people,Средний,28.0,"[0, 30)",0,1.6428571428571428,Very Poor (1-2)
76373,Female,Loyal Customer,28,Business travel,Business,931,2,2,2.0,2,3,4,3,3,3,4.0,5.0,5,4,3,29,33.0,satisfied,2022-10-31,Adult,Средний,62.0,"[60, 90)",1,3.2142857142857144,Average (3-4)
51855,Female,Loyal Customer,66,Business travel,Business,3758,3,3,3.0,3,3,3,3,4,4,4.0,4.0,5,4,4,5,16.0,satisfied,2022-10-04,Aged people,Межконтинентальный,21.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
38313,Male,Loyal Customer,31,Business travel,Econom,1666,4,3,3.0,3,4,4,4,4,3,2.0,4.0,2,1,4,57,39.0,satisfied,2022-10-02,Adult,Длинный,96.0,"[90, 120)",1,3.2142857142857144,Average (3-4)
35537,Male,Loyal Customer,58,Personal Travel,Econom,944,3,3,3.0,4,2,3,2,2,1,1.0,4.0,4,4,2,0,0.0,neutral or dissatisfied,2022-10-21,Adult,Средний,0.0,"[0, 30)",0,2.7142857142857144,Poor (2-3)
106915,Female,Loyal Customer,26,Business travel,Business,1259,5,5,5.0,5,5,5,5,5,4,2.0,5.0,5,5,5,0,0.0,satisfied,2022-10-10,Adult,Средний,0.0,"[0, 30)",1,4.714285714285714,Good (4-5)
31889,Male,Loyal Customer,35,Business travel,Business,2762,1,4,4.0,4,3,2,2,1,1,2.0,1.0,1,1,1,0,0.0,neutral or dissatisfied,2022-10-08,Adult,Длинный,0.0,"[0, 30)",0,2.0,Poor (2-3)
120197,Female,Loyal Customer,57,Business travel,Business,2534,5,5,5.0,5,3,5,4,3,3,3.0,3.0,5,3,4,0,0.0,satisfied,2022-10-07,Adult,Длинный,0.0,"[0, 30)",1,4.0,Good (4-5)
96073,Female,Loyal Customer,30,Personal Travel,Econom,795,1,4,0.0,1,4,0,4,4,5,5.0,5.0,4,4,4,18,13.0,neutral or dissatisfied,2022-10-04,Adult,Средний,31.0,"[30, 60)",0,3.2142857142857144,Average (3-4)
58491,Female,Loyal Customer,9,Business travel,Business,3787,2,1,1.0,1,2,2,2,2,3,1.0,4.0,2,4,2,0,0.0,neutral or dissatisfied,2022-10-20,Child,Межконтинентальный,0.0,"[0, 30)",0,2.0714285714285716,Poor (2-3)
7257,Female,Loyal Customer,45,Personal Travel,Econom,135,3,2,3.0,3,3,3,4,5,5,3.0,5.0,3,5,1,41,33.0,neutral or dissatisfied,2022-10-01,Adult,Ультракороткий,74.0,"[60, 90)",0,3.4285714285714284,Average (3-4)
44530,Female,Loyal Customer,39,Business travel,Econom,157,2,1,1.0,1,2,2,2,2,3,2.0,4.0,1,3,2,0,0.0,satisfied,2022-10-09,Adult,Ультракороткий,0.0,"[0, 30)",1,2.0,Poor (2-3)
114385,Male,Loyal Customer,48,Business travel,Business,853,3,1,3.0,3,2,4,4,4,4,4.0,4.0,4,4,3,16,12.0,satisfied,2022-10-09,Adult,Средний,28.0,"[0, 30)",1,3.357142857142857,Average (3-4)
101652,Male,Loyal Customer,42,Business travel,Business,1733,2,2,2.0,2,4,3,4,4,4,4.0,4.0,5,4,5,26,21.0,satisfied,2022-10-25,Adult,Длинный,47.0,"[30, 60)",1,3.5,Average (3-4)
11595,Female,Loyal Customer,38,Business travel,Business,257,3,3,3.0,3,3,4,3,3,3,3.0,3.0,4,3,1,0,0.0,neutral or dissatisfied,2022-10-16,Adult,Короткий,0.0,"[0, 30)",0,3.0,Average (3-4)
1,Male,Disloyal Customer,48,Business travel,Business,821,3,3,3.0,3,5,3,5,5,3,2.0,5.0,4,5,5,2,5.0,neutral or dissatisfied,2022-11-01,Adult,Средний,7.0,"[0, 30)",0,3.857142857142857,Average (3-4)
92824,Male,Loyal Customer,30,Business travel,Business,1587,4,4,4.0,4,3,3,3,3,4,3.0,4.0,4,5,3,0,0.0,satisfied,2022-10-07,Adult,Длинный,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
67051,Female,Disloyal Customer,39,Business travel,Business,1017,2,2,2.0,4,5,2,5,5,4,3.0,4.0,2,3,5,0,0.0,neutral or dissatisfied,2022-10-20,Adult,Средний,0.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
74543,Male,Loyal Customer,50,Business travel,Business,1464,1,1,1.0,1,5,5,5,4,4,4.0,4.0,3,4,5,16,17.0,satisfied,2022-10-10,Adult,Средний,33.0,"[30, 60)",1,3.357142857142857,Average (3-4)
60735,Male,Loyal Customer,57,Business travel,Business,1725,2,2,2.0,2,5,4,4,3,2,3.0,4.0,4,5,4,143,121.0,satisfied,2022-10-08,Adult,Длинный,264.0,"[240, 270)",1,3.2857142857142856,Average (3-4)
77924,Male,Loyal Customer,44,Personal Travel,Business,214,1,0,1.0,5,1,5,5,4,2,5.0,5.0,5,5,5,83,142.0,neutral or dissatisfied,2022-10-17,Adult,Ультракороткий,225.0,"[210, 240)",0,3.5,Average (3-4)
80751,Male,Loyal Customer,21,Personal Travel,Econom,393,2,4,2.0,1,5,2,5,5,4,5.0,4.0,5,4,5,0,0.0,neutral or dissatisfied,2022-10-04,Adult,Короткий,0.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
76656,Male,Loyal Customer,64,Personal Travel,Econom,547,3,0,4.0,3,1,4,1,1,5,3.0,3.0,3,5,1,0,0.0,neutral or dissatisfied,2022-10-18,Aged people,Короткий,0.0,"[0, 30)",0,2.642857142857143,Poor (2-3)
119037,Female,Loyal Customer,61,Business travel,Business,2378,2,4,4.0,4,5,3,4,2,2,2.0,2.0,1,2,4,0,0.0,neutral or dissatisfied,2022-10-18,Aged people,Длинный,0.0,"[0, 30)",0,2.9285714285714284,Poor (2-3)
1741,Male,Loyal Customer,61,Personal Travel,Econom,489,1,2,1.0,4,2,1,2,2,2,1.0,3.0,3,3,2,0,9.0,neutral or dissatisfied,2022-10-10,Aged people,Короткий,9.0,"[0, 30)",0,2.0714285714285716,Poor (2-3)
112119,Female,Disloyal Customer,26,Business travel,Business,977,2,2,2.0,4,3,2,3,3,4,4.0,5.0,4,4,3,0,0.0,neutral or dissatisfied,2022-10-25,Adult,Средний,0.0,"[0, 30)",0,3.2142857142857144,Average (3-4)
34697,Female,Disloyal Customer,24,Business travel,Econom,209,5,5,5.0,1,3,5,3,3,1,3.0,5.0,2,1,3,12,25.0,satisfied,2022-10-22,Adult,Ультракороткий,37.0,"[30, 60)",1,3.2142857142857144,Average (3-4)
19902,Female,Loyal Customer,32,Business travel,Econom,296,5,5,5.0,5,5,5,5,5,1,5.0,3.0,1,5,5,7,0.0,satisfied,2022-10-11,Adult,Короткий,7.0,"[0, 30)",1,4.285714285714286,Good (4-5)
89461,Female,Loyal Customer,36,Personal Travel,Econom,151,1,5,1.0,1,5,1,5,5,5,4.0,5.0,5,5,5,0,0.0,neutral or dissatisfied,2022-10-09,Adult,Ультракороткий,0.0,"[0, 30)",0,3.7857142857142856,Average (3-4)
14641,Female,Disloyal Customer,20,Business travel,Econom,948,5,5,5.0,2,5,5,5,5,2,3.0,1.0,2,1,5,0,0.0,satisfied,2022-10-03,Adult,Средний,0.0,"[0, 30)",1,3.642857142857143,Average (3-4)
120657,Female,Loyal Customer,53,Business travel,Business,3675,4,4,4.0,4,4,5,5,5,5,5.0,5.0,5,5,5,0,0.0,satisfied,2022-10-02,Adult,Межконтинентальный,0.0,"[0, 30)",1,4.642857142857143,Good (4-5)
108641,Female,Disloyal Customer,37,Business travel,Econom,528,3,3,4.0,3,4,4,4,4,3,1.0,4.0,1,4,4,8,0.0,neutral or dissatisfied,2022-10-03,Adult,Короткий,8.0,"[0, 30)",0,3.2857142857142856,Average (3-4)
65642,Male,Loyal Customer,46,Personal Travel,Eco Plus,175,3,5,3.0,2,5,3,5,5,3,2.0,5.0,4,4,5,5,0.0,neutral or dissatisfied,2022-11-01,Adult,Ультракороткий,5.0,"[0, 30)",0,3.857142857142857,Average (3-4)
48408,Female,Loyal Customer,54,Business travel,Business,846,4,4,4.0,4,3,4,4,5,5,5.0,5.0,3,5,4,11,0.0,satisfied,2022-10-12,Adult,Средний,11.0,"[0, 30)",1,4.214285714285714,Good (4-5)
41866,Female,Loyal Customer,62,Personal Travel,Econom,483,3,4,3.0,3,4,2,3,3,3,3.0,3.0,2,3,1,0,13.0,neutral or dissatisfied,2022-10-02,Aged people,Короткий,13.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
80247,Male,Loyal Customer,48,Personal Travel,Econom,1269,4,5,4.0,3,5,4,4,5,4,3.0,4.0,5,5,5,0,0.0,satisfied,2022-11-01,Adult,Средний,0.0,"[0, 30)",1,4.285714285714286,Good (4-5)
122663,Female,Loyal Customer,54,Business travel,Business,361,3,3,2.0,3,5,4,4,4,4,4.0,4.0,5,4,4,0,5.0,satisfied,2022-10-21,Adult,Короткий,5.0,"[0, 30)",1,3.7857142857142856,Average (3-4)
90714,Male,Loyal Customer,48,Business travel,Business,2123,2,4,4.0,4,1,4,4,2,2,2.0,2.0,3,2,3,9,0.0,neutral or dissatisfied,2022-10-13,Adult,Длинный,9.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
15742,Male,Loyal Customer,17,Personal Travel,Business,544,3,2,4.0,2,4,1,1,1,1,3.0,3.0,1,4,1,269,264.0,neutral or dissatisfied,2022-10-03,Teenagers,Короткий,533.0,"[510, 540)",0,2.2142857142857144,Poor (2-3)
99599,Female,Loyal Customer,57,Personal Travel,Econom,802,3,4,3.0,3,4,5,1,1,1,3.0,1.0,5,1,5,1,0.0,neutral or dissatisfied,2022-11-01,Adult,Средний,1.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
54290,Male,Loyal Customer,28,Business travel,Business,1075,2,2,2.0,2,4,4,4,4,1,2.0,3.0,2,3,4,0,0.0,satisfied,2022-10-18,Adult,Средний,0.0,"[0, 30)",1,2.7857142857142856,Poor (2-3)
17234,Female,Loyal Customer,32,Business travel,Business,872,2,2,2.0,2,5,4,5,5,5,5.0,4.0,2,2,5,0,0.0,satisfied,2022-10-19,Adult,Средний,0.0,"[0, 30)",1,3.5714285714285716,Average (3-4)
74880,Female,Loyal Customer,53,Business travel,Business,2475,5,5,5.0,5,2,5,4,4,4,4.0,4.0,5,4,4,2,0.0,satisfied,2022-10-17,Adult,Длинный,2.0,"[0, 30)",1,4.285714285714286,Good (4-5)
44760,Female,Disloyal Customer,20,Business travel,Econom,1250,3,3,3.0,3,5,3,5,5,1,3.0,3.0,2,4,5,0,0.0,neutral or dissatisfied,2022-10-29,Adult,Средний,0.0,"[0, 30)",0,3.4285714285714284,Average (3-4)
12018,Female,Loyal Customer,38,Business travel,Econom,376,2,1,1.0,1,2,2,2,2,3,2.0,2.0,2,2,2,0,0.0,satisfied,2022-10-10,Adult,Короткий,0.0,"[0, 30)",1,1.8571428571428572,Very Poor (1-2)
89857,Male,Loyal Customer,32,Business travel,Business,1310,5,5,5.0,5,4,4,4,4,5,2.0,5.0,3,4,4,0,28.0,satisfied,2022-10-07,Adult,Средний,28.0,"[0, 30)",1,4.214285714285714,Good (4-5)
36551,Female,Loyal Customer,31,Business travel,Business,1883,5,5,1.0,5,3,4,3,3,1,4.0,1.0,1,2,3,22,0.0,satisfied,2022-10-30,Adult,Длинный,22.0,"[0, 30)",1,2.9285714285714284,Poor (2-3)
116130,Male,Loyal Customer,20,Personal Travel,Econom,308,1,1,1.0,4,4,1,2,4,1,3.0,3.0,3,3,4,0,0.0,neutral or dissatisfied,2022-10-10,Adult,Короткий,0.0,"[0, 30)",0,2.5,Poor (2-3)
33750,Female,Disloyal Customer,21,Business travel,Business,266,2,3,2.0,3,4,2,4,4,4,4.0,3.0,2,2,4,0,0.0,neutral or dissatisfied,2022-10-16,Adult,Короткий,0.0,"[0, 30)",0,3.0714285714285716,Average (3-4)
96456,Female,Loyal Customer,33,Business travel,Business,436,2,2,2.0,2,4,4,3,2,2,2.0,2.0,3,2,4,2,3.0,neutral or dissatisfied,2022-10-14,Adult,Короткий,5.0,"[0, 30)",0,2.5714285714285716,Poor (2-3)
91943,Male,Loyal Customer,54,Personal Travel,Econom,2475,4,1,4.0,1,5,4,5,5,4,5.0,1.0,2,1,5,0,0.0,satisfied,2022-11-01,Adult,Длинный,0.0,"[0, 30)",1,3.357142857142857,Average (3-4)
97100,Female,Disloyal Customer,25,Business travel,Econom,1242,3,4,4.0,4,4,4,4,4,4,3.0,4.0,2,4,4,0,7.0,neutral or dissatisfied,2022-11-01,Adult,Средний,7.0,"[0, 30)",0,3.7142857142857144,Average (3-4)
27019,Male,Loyal Customer,26,Personal Travel,Econom,867,1,4,1.0,4,3,1,3,3,4,2.0,3.0,4,4,3,0,4.0,neutral or dissatisfied,2022-10-07,Adult,Средний,4.0,"[0, 30)",0,2.857142857142857,Poor (2-3)
82554,Male,Loyal Customer,51,Business travel,Business,3656,3,2,3.0,3,2,5,5,5,5,5.0,5.0,4,5,3,0,0.0,satisfied,2022-10-12,Adult,Межконтинентальный,0.0,"[0, 30)",1,3.9285714285714284,Average (3-4)
16855,Male,Loyal Customer,42,Business travel,Business,2140,1,1,4.0,1,3,2,3,4,4,4.0,4.0,4,4,5,6,30.0,satisfied,2022-10-24,Adult,Длинный,36.0,"[30, 60)",1,3.142857142857143,Average (3-4)
18417,Female,Disloyal Customer,29,Business travel,Econom,750,3,3,3.0,4,5,3,1,5,2,3.0,3.0,2,4,5,0,0.0,neutral or dissatisfied,2022-10-01,Adult,Средний,0.0,"[0, 30)",0,3.2857142857142856,Average (3-4)
33024,Female,Loyal Customer,30,Personal Travel,Econom,163,2,5,2.0,2,3,2,3,3,5,4.0,4.0,4,5,3,0,0.0,neutral or dissatisfied,2022-10-09,Adult,Ультракороткий,0.0,"[0, 30)",0,3.357142857142857,Average (3-4)
97705,Female,Loyal Customer,39,Personal Travel,Econom,456,3,3,1.0,2,3,1,3,3,3,2.0,3.0,4,3,3,29,25.0,neutral or dissatisfied,2022-10-15,Adult,Короткий,54.0,"[30, 60)",0,2.642857142857143,Poor (2-3)
111638,Male,Loyal Customer,45,Business travel,Business,1290,3,3,3.0,3,5,4,4,5,5,5.0,5.0,5,5,4,4,0.0,satisfied,2022-10-18,Adult,Средний,4.0,"[0, 30)",1,4.214285714285714,Good (4-5)
114089,Female,Loyal Customer,44,Personal Travel,Econom,1892,3,5,3.0,1,1,2,1,2,2,3.0,5.0,3,2,3,0,0.0,neutral or dissatisfied,2022-10-24,Adult,Длинный,0.0,"[0, 30)",0,2.5714285714285716,Poor (2-3)
112705,Female,Disloyal Customer,22,Business travel,Econom,671,3,3,3.0,4,3,3,4,3,4,2.0,3.0,1,3,3,31,15.0,neutral or dissatisfied,2022-10-01,Adult,Короткий,46.0,"[30, 60)",0,3.0,Average (3-4)
26343,Female,Loyal Customer,52,Business travel,Econom,861,2,1,2.0,2,1,3,4,2,2,2.0,2.0,4,2,2,0,0.0,neutral or dissatisfied,2022-10-18,Adult,Средний,0.0,"[0, 30)",0,2.2142857142857144,Poor (2-3)
3381,Male,Loyal Customer,35,Business travel,Business,315,1,5,5.0,5,4,3,2,1,1,1.0,1.0,3,1,3,11,26.0,neutral or dissatisfied,2022-10-06,Adult,Короткий,37.0,"[30, 60)",0,2.5714285714285716,Poor (2-3)
7694,Female,Loyal Customer,23,Personal Travel,Econom,604,1,4,1.0,1,4,1,4,4,3,5.0,2.0,1,4,4,0,1.0,neutral or dissatisfied,2022-10-20,Adult,Короткий,1.0,"[0, 30)",0,2.7857142857142856,Poor (2-3)
